,Description,Duration,Location,Occurred,Posted,Reported,Shape
10,"BRIGHT ORANGE BALL TURNS TO DISC LIKE UFO.DRIVING ON SOUTHWEST 9TH AND WATROUS, WHEN I LOOKED TO THE NORTH AS FAR AS THE EYE COULD SEE I SEEN A ORANGE BALL OF LIGHT MOVING AT A VERY HIGH RATE OF SPEED.  I GOT OUT OF MY VECHILE.  THE OBJECT GREW BIGGER WHEN IT GOT CLOSER TO ME.  THEN STOPPED RIGHT ABOVE ME.  LIGHTING STRUCK, THEN LITE UP THE SKY BRIGHT WHITE THEN THE OBJECT WAS CLEARLY THE SHAPE OF A DISC LIKE UFO.  WHEN THE SKI DARKEND, THE OBJECT TURNED TO A DIMMER ORANGISH RED AND FLEW EAST SLOWLY UNTIL IT DISAPPEARED.",Duration:2 minutes,"Location: Des Moines, IA",Occurred : 4/10/2017 01:00  (Entered as : 4/10/17 1:00),Posted: 4/13/2017,Reported: 4/9/2017 11:50:24 PM 23:50,Shape: Light
11,Round orb yellowish in color kept moving from side to side and apearing and disaperingLooked like a round orb yellowish in color.  Fist noticed in northern part of sky.  Fist caught my attention when it moved side to side then stopped.  Then disappeared and re appeared again. the totally disappeared when I zoomed in on it like it knew I was wanting a closer look. never seen again.  Have it on my camcorder right as it was zoomed in on and when it disappeared.  No clouds and there was a clear sky.,Duration:1 minute,"Location: Fontana, NC",Occurred : 4/9/2017 23:00  (Entered as : 04/09/2017 23:00),Posted: 4/13/2017,Reported: 4/12/2017 8:22:37 AM 08:22,Shape: Sphere
12,"I was driving toward I-10 from I-75 through a back road near the busy bee gas station.  8 saw two lights at VERY low altitude moving haphazardly, they were reddish in color and were light at the top they were moving north at varying speeds.  Then a third one came from the south, and was MUCH closer, and then followed the other two north.  I am confident they were not planes helicopters or drones.",Duration:5 minutes,"Location: Live Oak, FL",Occurred : 4/9/2017 22:40  (Entered as : 04/09/17 22:40),Posted: 4/13/2017,Reported: 4/9/2017 10:36:12 PM 22:36,Shape: Sphere
13,"We first saw the object towards the Northwest.  It would move side to side, up and down and then disappear  for about 30 seconds then would show back up.  After doing this for 20 minutes or so it moved quickly above us.  You could see lights inside but no noise and then it sped off and was just gone.((ADDENDUM FROM WITNESS))Peter,It looked to be 1/10th the size of the moon.  It was oval in shape.  Not perfectly round though if that makes sense.  Because of its side to side movements and being stationary for minutes, I that it might be a helicopter.  I was in the Army and was Air-Assault, so I have sling loaded and have ridden in many helicopters, so I soon realized that's not what it was.  It was about 6000 feet in the air at first and it took off over our home and slowed to almost a full stop.  It was higher in elevation as it went above my home but you could see the outline.  It was kinda round and you could see a light around it coming from the inside.  Like a revolving lit restaurant looking from outside of it.  It actually started scaring me when I realized it had no sound coming from it.  It moved slow but then quickly.  Faster than a plane can fly.  The lights were a smoky white light coming from inside.  You could just see a hazy light at farther distance.  Clear when it was close.  There were no flashing lights on it.  I hope this helps as this was the first time seeing something like this.((END ADDENDUM))",Duration:20 minutes,"Location: Clyde, NC",Occurred : 4/9/2017 22:30  (Entered as : 04/09/2017 22:30),Posted: 5/6/2017,Reported: 5/5/2017 3:03:17 PM 15:03,Shape: Oval
14,"Loud unidentified boom that shook houses and was heard in at least 8 towns at the same time.I am reporting an unidentified loud boom that was heard at 9:00pm eastern time across many towns in central Maine.  It sounded similar to a sonic boom and shook the house.  It was felt by my immediate neighbors in West Gardiner, by my sister in Litchfield, a friend in Richmond and in Gardiner.  Facebook lit up with many reports also in the towns of Pittston, Farmingdale, Chelsea, Monmouth, all occurring at 9:00pm or 22:00 (sic.  21:00).  News investigation turned up nothing, and USGS reported no seismic activity in the state.  I looked but saw nothing unusual outside immediately after the boom, however the report by so many individuals in so many towns at the same time of the same unidentified boom in my opinion is worth reporting.((NUFORC Note:  Source of the report elects to remain totally anonymous; provides no contact information.  PD))",Duration:Seconds,"Location: West Gardiner, ME",Occurred : 4/9/2017 21:00  (Entered as : 04/09/17 21:00),Posted: 4/13/2017,Reported: 4/10/2017 4:54:55 PM 16:54,Shape: 
15,"Cylinder Object Seen In Elk Grove Sky.At 7:15 to 7:45 pm pst on April 9, 2017, observed one dark colored object in northern sky in Elk Grove/ Sacramento, Ca, area below cloud cover maintaining a stationary position.  The object was dark grey in color, cylinder shaped, flat bottom and cone top with flat top.   Stayed in the 2 O'Clock position for 30 minutes then began moving very slowly to the west.  After it moved behind several tall trees blocking our vision, it never came into sight again, and at sunset, nothing more could be seen.",Duration:45 minutes,"Location: Elk Grove, CA",Occurred : 4/9/2017 17:15  (Entered as : 04/09/2017 17:15),Posted: 4/13/2017,Reported: 4/9/2017 8:28:53 PM 20:28,Shape: Cylinder
16,"White orb stopped in midair and changed direction.Visually tracked a white orb.  The orb stopped in midair for appx. 15 seconds and resumed a different route, then went out of visual.  The orb was moving faster than a normal aircraft.",Duration:25 seconds,"Location: Falcon, CO",Occurred : 4/9/2017 14:05  (Entered as : 04/09/17 14:05),Posted: 4/13/2017,Reported: 4/9/2017 1:20:09 PM 13:20,Shape: Sphere
17,"3 spheres were sighted forming a triangle.  Then the spheres formed a line and vanished.I was in Loveland, CO, with my kids, and we where flying kites then I noticed 3 spheres shaping a triangle.  The spheres where copper with darker shadows.  As they came passing by one of the spheres stopped, while the other two kept moving. Then the 3 spheres formed a line and vanished. During this time, it was hard to look at the sky because there was a lot of static in the sky. The sighting only lasted about 3 minutes.  They appeared on the Eastern side and moved south before vanishing.((NUFORC Note:  Source of the report elects to remain totally anonymous; provides no contact information.  PD))",Duration:3 minutes,"Location: Loveland, CO",Occurred : 4/9/2017 13:00  (Entered as : 04/09/17 13:00),Posted: 4/13/2017,Reported: 4/9/2017 10:22:45 PM 22:22,Shape: Sphere
18,Stationary light spotted mid-air over empty land.Sighted object while driving on the highway.Object at first seemed like an aircraft but the light did not blink on and off and the light remained stationary.The light disappeared when I rounded a corner in the highway.  I have grown up in the area and am familiar with the types of aircraft that are nearby.  This light behaved in a manner that didn't make sense.,Duration:Unknown,"Location: Quincy, WA",Occurred : 4/9/2017 06:18  (Entered as : 04/09/17 06:18),Posted: 4/13/2017,Reported: 4/9/2017 10:22:34 PM 22:22,Shape: Light
19,Small light travelling fast slows to mid air stop for another light to catches up and they both slowyou flewith away.  Over center city.Waking from a nap in the living room of my loft to a beautiful clear sky and Shiney City skyline with unlimited visibility.  Watching aircraft fly normal pattern I saw a small but bright circular light which looked like another aircraft beat an aircraft of similar size to a reference point and slow to a mid air stop.  Another light caught up to it and they slowly begin travelling together before disappearing above my building.  I have footage from my Android S7 phone.,Duration:5 minutes,"Location: Philadelphia, PA",Occurred : 4/9/2017 04:55  (Entered as : 04/09/2017 4:55),Posted: 4/13/2017,Reported: 4/9/2017 2:48:19 PM 14:48,Shape: Light
20,"Blueish stream flying in the air.On the early morning of Sunday, April 9, 2017, around 2:30AM, I was outside, smoking a cigarette, when I saw a stream shaped blueish green object come up out of nowhere and proceed to fly from the sky down to the earth with no collision and or impact from my knowledge.  It made a very light ""whoosh"" sound, that was the thing that caught my attention was the sound and how subtle it was.  It went towards the earth then disappeared before my eyes.  During the event I w",Duration:3 seconds,"Location: Fishers, IN",Occurred : 4/9/2017 02:30  (Entered as : 04/09/2017 02:30),Posted: 4/13/2017,Reported: 4/9/2017 9:06:50 AM 09:06,Shape: Unknown
21,"Moving and changing color circle in sky!Saw it in sky around 2:00am above Kirtland AFB.  It moved about for awhile in sky, and then stop, then it stood in a single spot and continued to move in circles, would drop down and slowly rise back up.  The object would also change from the main color white to red, then white, then yellow, and would not flicker.  Caught it on camera, and all my camera got a different view, as it would show it flickering, and then all of a sudden stop!  It has been doing it for the past hour now.((NUFORC Note:  We suspect a sighting of a star or planet.  PD))((NUFORC Note:  For some reason, witness indicates that the date of the sighting is approximate.  PD))",Duration:>1 hour,"Location: Albuquerque, NM",Occurred : 4/9/2017 02:00  (Entered as : 04/9/17 2:00),Posted: 4/13/2017,Reported: 4/9/2017 1:50:08 AM 01:50,Shape: Circle
22,"We were driving back from Lawton and saw this white/teal colored light appear in the sky.  It seemed to have been falling, then disappeared.  We saw it a second time a few minutes later; it did the same thing, except this time, it fell into the trees and made a burst of light.",Duration:3-4 seconds,"Location: Lawton (between Lawton and Duncan, hwy 7 west going east), OK",Occurred : 4/9/2017 00:45  (Entered as : 4/9/17 12:45),Posted: 4/13/2017,Reported: 4/8/2017 11:13:30 PM 23:13,Shape: Light
23,"White object caught on night vision cameraI just purchased a night vision setup, with a digital video recorder.  I was messing around recording the night sky looking towards the NE for about 5 mins and then went on my computer to check the footage.  I discovered while watching this back a white circle object on the center right hand side of my computer screen dart in and out, about a total of 1 second.  I have watch this footage on other devices and still remains and dosent appear to be a glitch or pixilation.",Duration:1 second,"Location: Tinley Park, IL",Occurred : 4/8/2017 22:30  (Entered as : 04/08/17 22:30),Posted: 4/13/2017,Reported: 4/9/2017 7:17:38 PM 19:17,Shape: Circle
24,"The object was so low that it was about 7-9 feet above a tall pine tree.Saw what seemed like an airplain very very low in the sky, until I got closer and saw that the three bright lights were just a few feet above a tall pine tree on the road.((NUFORC Note:  Originally posted with a time of 10:27 a.m., but corrected here to 10:27 p.m..  PD))",Duration:2 minutes,"Location: Raymond, NH",Occurred : 4/8/2017 22:27  (Entered as : 04/8/17 10:27),Posted: 4/13/2017,Reported: 4/8/2017 8:20:49 PM 20:20,Shape: Triangle
25,"saw at least 8 rocketshello, i wanted to report something that concerned me that i saw last night. im not sure if there was any scheduled testing or rocket launches last night for nasa or any agencies but i couldn't find any on the news.  I live in South NJ.  Around 10pm i was in east vineland at a friends farm covering his plants for the frost.  Its open farm fields so the view is good.  after we were done we began walking back to the house when i noticed a strange orange glow in the distant western sky just above the horizon but very far away.  Thought it might of been an distant airliner at first, but there were no blinking lights and the color was odd.  It reminded me of the nasa launch last year from va which i could clearly see from my location as well.  It climbed in altitude very quickly and covered that large distance away and was soon over the southern sky looking up at it at about a 45 degree angle and then was soon way out over the ocean heading in an east south east direction.  You could see the engine flicker and flame out just like the nasa launch when it the stage burned out.  This occurred near the coast.  I thought it was interesting since i hadnt heard of any launches.  But what concerned me was about 5 minutes later we saw another one, came from the same direction and headed the same way,  only it flamed out somewhat sooner over land but was still very high up by that point.  Then about 5 minutes later we saw 3 orange lights glowing way off in the distance same area again and they flew across the sky in the same direction, followed by 2 more not far behind it, then one more then one more that appeared to go up and then looked as if it was slowly coming back down but may have been going west giving that appearance as if it was coming down, by that point we all were like whats going on and went in the house to check the news, i was concerned with all the stuff on the news some war had started or something.  Not sure if its some new jet there flying with rocket engines, or what.  But they were not shooting ! stars or any aircraft.((NUFORC Note:  Witness elects to remain anonymous; provides little contact information.  PD))",Duration:15,"Location: Vineland, NJ",Occurred : 4/8/2017 22:00  (Entered as : 4/8/17 22),Posted: 4/13/2017,Reported: 4/12/2017 10:13:58 PM 22:13,Shape: Cylinder
26,"White disk that moved, dimmed, and flashed green and red lights, until disappearing.1 White disk hovering.  Propelled in air smoothly then dimmed and started to blink red and green light.  Disappeared.  Seen on a night sky.",Duration:3:00,"Location: Providence, RI",Occurred : 4/8/2017 22:00  (Entered as : 04/08/17 22:00),Posted: 4/13/2017,Reported: 4/8/2017 8:16:29 PM 20:16,Shape: Disk
27,"Bread and orange glowing round objects about Saint Petersburg FloridaI live a few miles from downtown St. Petersburg and I saw m, over a period of 5 to 7 minutes, approximately 10 to 14 round objects that were glowing in orange and red moving across the sky slowly over downtown St. Pete.  They moved across St. Petersburg and upwards into the sky and eventually disappear at first there was approximately 6 to 8  round objects in the sky, and then two at a time, they began appearing after that, for a total of approximately 10 to 14 objects.((NUFORC Note:  Source of the report elects to remain totally anonymous; provides no contact information.  PD))",Duration:4-5 minutes,"Location: St. Petersburg, FL",Occurred : 4/8/2017 21:50  (Entered as : 04/08/17 21:50),Posted: 4/13/2017,Reported: 4/8/2017 7:07:51 PM 19:07,Shape: Sphere
28,"Multiply flying lightsWas at music festival and multiply lights appear to fly over the nearby bay waters, as well as some helecopters following.",Duration:5 minutes,"Location: St. Petersburg, FL",Occurred : 4/8/2017 21:10  (Entered as : 04/08/2017 21:10),Posted: 4/20/2017,Reported: 4/14/2017 10:29:28 AM 10:29,Shape: Light
29,"9 spheres of light, appeared on the sky at 9 pm.  They flew like birds, without a straight pathing. and very unpredictably and would come close and apart from each other randomly.  They would change colors varying from green, yellow, blue, white and red.  The lights at one time randomly formed shape while some would be in a triangle while the other form a pentagon for a few seconds then would come apart and become random again.  They crossed the sky quite quickly then they flew higher until I lost sight of them.",Duration:5 minutes,"Location: Caracas (Venezuela), ",Occurred : 4/8/2017 21:00  (Entered as : 04/08/17 21:00),Posted: 4/13/2017,Reported: 4/9/2017 6:18:44 PM 18:18,Shape: Light
30,"Three Red Orb Shaped Objects and Parachute over SacramentoWe were on our back porch and in the sky were three red orbs, with no streaks or tails, traveling slowly from East to West.  They did not blink, nor was there any sound.  They each slowly faded out and once they were gone there was what appeared to be a parachute that drifted in the westerly direction, until it was out of sight.((NUFORC Note:  Source of the report elects to remain totally anonymous; provides no contact information.  PD))",Duration:3 minutes,"Location: Sacramento, CA",Occurred : 4/8/2017 20:30  (Entered as : 04/08/17 20:30),Posted: 4/13/2017,Reported: 4/8/2017 9:03:26 PM 21:03,Shape: Fireball
31,"Strange green object seen hovering over the Caribbean Sea.On April 8, 2017, I was standing on an open deck of a cruise ship headed to San Juan, Puerto Rico, from Grenada in the Caribbean Sea.  At 5:28 PM, EST, I began taking pictures of the sunset over the ocean.  I continued to take numerous photos until 6:31 PM.Later that evening as I was reviewing my photos, I was shocked to see an object in a frame that was taken at 6:16 PM.  It appeared to be hovering on the water.  It was iridescent green, hat shaped, and upon zooming in on the picture I could see bump like ridges.  In subsequent frames, but not all, it appeared again higher up in the sky in different positions - several times in an orb shape, and once changing shape to what I would describe as a three quarter uneven circle with clear indentations.I showed the photos to the ship’s photographer in search of a logical explanation, thinking it must have been a lens flash from my camera.  But he explained that it did not have the characteristics of same or any reflection from the sun when it appeared on the water, as it was a distinct shape.  Additionally, I showed the photos to a ship’s officer.  He replied that it looked alien in nature.The next morning I heard that some fellow passengers were baffled over observing something that seemed to be “darting” over the ocean the night before but they could not capture it on film.Sunday – April 16, 2017, 8:00 PM, EST, AHC (American Heroes Channel) aired a program called “UFOs: The Lost Evidence.”  The entire segment was devoted to the theory, supported by evidence, some from the military, that the oceans are used as bases for UFOs.  Two images shown in the television segment resembled two of my photos.  One was the hat shape with ridges.  Another was an object found on the bottom of the ocean suspected to be a spacecraft – that shape resembled one of my photos of the object when it was in the sky.((NUFORC Note:  The source of this report attempted to send photos to NUFORC, but they do not open, or perhaps were deleted from the e-mail.  We have requested that she try again.  We wonder whether the green objects may have been so-called ""lens flares,"" caused by pointing a camera at a bright source of light.  PD))",Duration:15 minutes,"Location: Caribbean Sea (at sea), ",Occurred : 4/8/2017 18:16  (Entered as : 04/08/2017 18:16),Posted: 4/20/2017,Reported: 4/16/2017 9:03:38 PM 21:03,Shape: Changing
32,"Silver, spherical object flying at a high rate of speed with no sound over Georgetown, Texas.I was standing on my back porch about 4:30 pm, and spotted a UFO flying over my house, from South to North, at an extremely high rate of speed.  I estimate the altitude to be between 2000 and 3000 feet.  I saw what looked like a burst of smoke or a short contrail twice from the rear and once from the front, all of which quickly disappeared.  The object was spherical in shape, appeared to be silver in color and made no sound.  It never changed course and I lost sight of it over my roof after about 10 seconds.  I am a retired Army aviator, and the object did not look like a conventional aircraft of any kind.  I thought it might be a drone, but not like one that I have ever seen. ",Duration:10 seconds,"Location: Georgetown, TX",Occurred : 4/8/2017 16:30  (Entered as : 04-08-17 16:30),Posted: 4/13/2017,Reported: 4/8/2017 3:24:53 PM 15:24,Shape: Circle
33,"White light in clear sky, flickered then appeared as thinner chrome object, 10-15 seconds duration.While driving south on Maple Canyon (about 50 yards north of the Dublin-Granville Rd intersection) I came to a stop due to a red traffic light.  A flash of white light ahead in the clear blue sky caught my eye, at first thinking it was an airplane.  By judging the distance/height of the object, I would place it somewhere around 15,000 ft in the air, appearing to be about the diameter of 1.5-2 commercial airliners.  The white light (circular/oval shape) became smaller (about half the size), returned to its original size, then with a flash of chrome suddenly appearing (as if turning or changing shape and reflecting sunlight possibly), a thinner flat shape became visible and without the white circular/oval light.  While still stopped due to traffic I never lost focus of the object, but it then completely vanished.  No trails visible anywhere near where I witness the object, only clear blue skies.  The duration of the event was 10-15 seconds.",Duration:10-15 seconds,"Location: Columbus, OH",Occurred : 4/8/2017 15:36  (Entered as : 04/08/17 15:36),Posted: 4/13/2017,Reported: 4/8/2017 1:22:26 PM 13:22,Shape: Changing
34,"Alien or Angel cloud in Albany GA.My experience with this cloud was out of this world.  Personally I had been going through some things.  Defeated and heartbroken something said look out the window.  Unaware of the beautiful present the awaited me outside, I looked out the window and was immediately mesmerized.  The cloud had 2 contrails coming from it, my first reaction was is something going to crash?  Once I noticed the this was not a cloud and something was going on I grabbed my phone and snapped two photos.  Other than the contrails the cloud kinda just floated away,  I called my family and told them I had experienced something very unusual, and I wanted to share my photo with the world.  Something was watching me in my backyard and I don't know what it was!((NUFORC Note:  Photos of what appear to us to be contrails.  PD))",Duration:2 minutes,"Location: Albany, GA",Occurred : 4/8/2017 09:51  (Entered as : 04/08/2017 09:51),Posted: 5/6/2017,Reported: 5/1/2017 6:08:11 AM 06:08,Shape: Unknown
35,"Multiple UFO sighting flying slowly.I was coming home from the hospital from visiting a friend at 10:30pm in Germantown, MD. I looked up and saw multiple silver circle shaped objects close together.  They were couple thousand feet in the air, so I knew it wasn't drones flying.  I knew it was airplanes because they were so many of them and they were close together.  I counted 12 of them they were flying very slow and no noise at all.  I tried filming this but my iPhone had poor quality.  This lasted about 20 minutes, until they disappeared by clouds.  This was my very first UFO sighting!",Duration:20 minutes,"Location: Germantown, MD",Occurred : 4/7/2017 22:32  (Entered as : 04/07/2017 10:32),Posted: 4/20/2017,Reported: 4/17/2017 6:44:51 PM 18:44,Shape: Circle
36,"Big gold circle flying over the trees and wasn't making noise we was on brown street in north hill apartments and it just disappeared.  ((NUFORC Note:  We have amended the time above, assuming that the sighting occurred at night, and not during morning hours.  PD))",Duration:5 minutes,"Location: Tougaloo, MS",Occurred : 4/7/2017 22:30  (Entered as : 4/7/17 10:30),Posted: 4/13/2017,Reported: 4/8/2017 5:03:58 AM 05:03,Shape: Circle
37,"I saw a blue streak moving across the sky.I live approximately 15 miles North of Omak, Washington (State), and about 25 minutes south of the Canadian border.  At precisely 10:25 p.m. on April 7, 2017 - 13 miles north of Riverside, Washington, I was driving home (north) on Hwy. 97 when a blue streak of light went across the sky from right to left (east to west or NE to SW).  It moved from 360 degrees north to approximately 300 degrees in two seconds.  It would have been approximately 1/16 or smaller of the size of the moon.  The head of the streak was round with the blue streak following and being parallel & connected to the round ball - example (lollipop).  It was very low within the earth atmosphere and could have been just inside the border of British Columbia, Canada.  Two of Okanogan County sheriff vehicles just passed me seconds before the streak appeared and so I am not sure if they noticed what my wife and I witnessed.  If others saw what we saw, I would appreciate them filling out a report; thereby, verifying this event.((NUFORC Note:  We spoke via telephone with the individual who submitted this report, and we found him to be both eloquent, and serious-minded, in his description of his sighting.  We suspect he is a very good, and very reliable, witness.  PD))",Duration:2 seconds,"Location: Riverside, WA",Occurred : 4/7/2017 22:25  (Entered as : 04/07/17 22:25),Posted: 4/13/2017,Reported: 4/7/2017 11:55:42 PM 23:55,Shape: Other
38,"Very bright light with two faint fluorescent like green light streaks trailing from either side - possible beams.Sighting – Exshaw, Alberta Canada at approximately 10 p.m.  There was no-one with me at the time.((ADDENDUM/CORRECTION FROM WITNESS))*Correction and addition.  It was travelling in a south east direction, not south west.  From my perspective, the object was about the size of a soccer ball.((END ADDENDUM/CORRECTION))Cloudy sky – I followed the object for about 30-45 seconds-travelling in a south west direction.At first, I thought I was seeing a satellite flying overhead through a break in the cloud—I thought very bright for a satellite—looked like a very, very bright star travelling very fast—no sound.  As it passed, I realised that it wasn’t a satellite as it flew under the cloud and then into some lower cloud but still visible as it passed through, so not into heavy cloud.  There appeared to be two faint, greenish fluorescent like light streaks trailing from either side of the object.  At one point before it completely disappeared into the cloud, it appeared that a small bright ball was ejected from the object.About 20 minutes later, I saw an aircraft travelling in the opposite direction – It didn’t appear to be a commercial aircraft as it was too low for a commercial aircraft and flew very fast and had a single vapour trail.I would open to speaking to an investigator if that is deemed important/necessary.",Duration:30-45 seconds,"Location: Exshaw (Canada), AB",Occurred : 4/7/2017 22:00  (Entered as : 04/07/17 22:00),Posted: 4/13/2017,Reported: 4/7/2017 10:11:58 PM 22:11,Shape: Light
